chr10:100143465|100144824	hsa_circ_0092377
chr1:155679563|155695810	hsa_circ_0014609
chr1:155686796|155691409	hsa_circ_0014610
chr1:155686796|155695810	hsa_circ_0014611
chr1:155691307|155695810	hsa_circ_0014613
chr1:155695172|155695810	hsa_circ_0014614
chr1:155695172|155697529	hsa_circ_0014615
chr1:155695172|155699157	hsa_circ_0110894
chr1:155695172|155701206	hsa_circ_0014616
chr1:155697398|155699157	hsa_circ_0110895
chr1:155724165|155730432	hsa_circ_0110896
chr1:155726748|155730432	hsa_circ_0110897
chr1:155730234|155747611	hsa_circ_0014622
chr1:155734790|155736500	hsa_circ_0014624
chr1:155737215|155747611	hsa_circ_0005621
chr1:155740857|155743001	hsa_circ_0110898
chr1:155740857|155747611	hsa_circ_0110899
chr1:155742856|155744964	hsa_circ_0014626
chr1:155742856|155746272	hsa_circ_0014627
chr1:155742856|155747611	hsa_circ_0110900
chr1:155742856|155753880	hsa_circ_0014628
chr1:155742856|155785691	hsa_circ_0014629
chr1:155746185|155753880	hsa_circ_0110901
chr1:155747412|155753880	hsa_circ_0110902
chr1:155764840|155784240	hsa_circ_0014632
chr1:155764840|155790447	hsa_circ_0110903
chr1:155764840|155796819	hsa_circ_0110904
chr1:155774739|155774932	hsa_circ_0000138
chr1:155774739|155784240	hsa_circ_0110905
chr1:155774739|155823597	hsa_circ_0110906
chr1:155783424|155784240	hsa_circ_0110907
chr1:155790396|155796819	hsa_circ_0110908
chr1:155823066|155823597	hsa_circ_0000139
chr1:155823066|155828316	hsa_circ_0110909
chr1:155836425|155838582	hsa_circ_0110910
chr1:155837755|155838582	hsa_circ_0110911
chr1:155850290|155851292	hsa_circ_0110913
chr1:155850290|155855516	hsa_circ_0110914
chr1:155870106|155874595	hsa_circ_0110915
chr1:155874101|155874595	hsa_circ_0006575
chr1:155874101|155880297	hsa_circ_0014633
chr1:155887289|155891709	hsa_circ_0014638
chr1:155891165|155891709	hsa_circ_0008998
chr1:155891165|155893478	hsa_circ_0005758
chr1:155891165|155895634	hsa_circ_0000140
chr1:155891165|155896630	hsa_circ_0014639
chr1:155891165|155903640	hsa_circ_0014640
chr1:155895422|155896947	hsa_circ_0014642
chr1:155896466|155896947	hsa_circ_0008339
chr1:155896466|155899631	hsa_circ_0014643
chr1:155899086|155899631	hsa_circ_0014644
chr1:155920089|155922619	hsa_circ_0014645
chr1:155924692|155928187	hsa_circ_0014648
chr1:155927503|155928187	hsa_circ_0014650
chr1:155927503|155932974	hsa_circ_0014651
chr1:155935421|155936270	hsa_circ_0014655
chr1:155938946|155939091	hsa_circ_0014657
chr1:155981600|155988159	hsa_circ_0014662
chr1:155984751|155988159	hsa_circ_0006897
chr1:156105691|156105912	hsa_circ_0014677
chr1:156106711|156107534	hsa_circ_0014679
chr1:156127860|156128615	hsa_circ_0014682
chr1:156169625|156170263	hsa_circ_0007393
chr1:156169625|156177804	hsa_circ_0014683
chr1:156202110|156203519	hsa_circ_0014684
chr1:156202110|156206274	hsa_circ_0110919
chr1:156235571|156238206	hsa_circ_0014693
chr11:5624475|5624965	hsa_circ_0002969
chr1:156246875|156248825	hsa_circ_0014699
chr1:156264155|156264356	hsa_circ_0014706
chr1:156278993|156304709	hsa_circ_0110920
chr1:156280348|156304709	hsa_circ_0014710
chr1:156281831|156304709	hsa_circ_0014712
chr1:156286956|156287338	hsa_circ_0000142
chr1:156286956|156303434	hsa_circ_0014713
chr1:156286956|156304709	hsa_circ_0110921
chr1:156286956|156305679	hsa_circ_0014714
chr1:156288658|156294880	hsa_circ_0110923
chr1:156288658|156304709	hsa_circ_0014715
chr1:156290629|156290816	hsa_circ_0014716
chr1:156290629|156304709	hsa_circ_0014717
chr1:156294762|156303434	hsa_circ_0014718
chr1:156294762|156304709	hsa_circ_0005131
chr1:156294762|156305679	hsa_circ_0014720
chr1:156303337|156304709	hsa_circ_0004680
chr1:156303337|156305679	hsa_circ_0014724
chr1:156303337|156307580	hsa_circ_0014726
chr1:156304503|156304709	hsa_circ_0014728
chr1:156304503|156305679	hsa_circ_0014729
chr1:156444899|156446994	hsa_circ_0014737
chr1:156452228|156452432	hsa_circ_0014739
chr1:156452228|156453210	hsa_circ_0014740
chr1:156452228|156453222	hsa_circ_0014741
chr1:156520052|156524184	hsa_circ_0014762
chr1:156521765|156536338	hsa_circ_0014764
chr1:156532925|156536338	hsa_circ_0014767
chr1:156641213|156641471	hsa_circ_0110931
chr1:156701782|156705701	hsa_circ_0014774
chr1:156834145|156836770	hsa_circ_0014796
chr1:156848913|156849949	hsa_circ_0014798
chr1:156878446|156878828	hsa_circ_0014799
chr1:156880409|156880535	hsa_circ_0014802
chr1:156906607|156907288	hsa_circ_0014804
chr11:56920113|56956625	hsa_circ_0095971
chr1:156921364|156925591	hsa_circ_0014815
chr1:156921364|156925594	hsa_circ_0110936
chr1:156921364|156926356	hsa_circ_0014816
chr1:156924683|156925591	hsa_circ_0014817
chr1:156925494|156926356	hsa_circ_0110937
chr1:156927583|156928656	hsa_circ_0014818
chr1:156937778|156955965	hsa_circ_0014821
chr1:15693958|15695998	hsa_circ_0110938
chr1:156946774|156955965	hsa_circ_0014824
chr1:156954130|156955965	hsa_circ_0014826
chr11:57076221|57076448	hsa_circ_0095972
chr11:57085291|57089424	hsa_circ_0002386
chr11:5711031|5717503	hsa_circ_0000276
chr11:57176647|57176771	hsa_circ_0022128
chr11:57176647|57193825	hsa_circ_0022129
chr11:57182087|57188846	hsa_circ_0095973
chr11:5718477|5719775	hsa_circ_0020981
chr11:57188444|57188846	hsa_circ_0022132
chr11:57191454|57193143	hsa_circ_0022134
chr11:5719544|5727846	hsa_circ_0020982
chr11:57254567|57259335	hsa_circ_0022139
chr11:57254567|57261644	hsa_circ_0022140
chr11:57254567|57268802	hsa_circ_0022141
chr11:57256388|57256865	hsa_circ_0022142
chr11:57258696|57259335	hsa_circ_0005204
chr11:57259063|57259335	hsa_circ_0022151
chr11:57259188|57259335	hsa_circ_0022153
chr11:57261465|57263637	hsa_circ_0022154
chr1:1572769|1635783	hsa_circ_0110940
chr11:5729402|5729833	hsa_circ_0020984
chr1:1573123|1636094	hsa_circ_0110941
chr11:57369507|57382069	hsa_circ_0095975
chr11:57440355|57440476	hsa_circ_0095976
chr11:57449893|57456137	hsa_circ_0022160
chr11:57449893|57457909	hsa_circ_0022161
chr11:57455979|57463515	hsa_circ_0022164
chr11:57455979|57464345	hsa_circ_0022165
chr11:57457502|57464345	hsa_circ_0022166
chr11:57460082|57461387	hsa_circ_0095977
chr11:57460082|57463515	hsa_circ_0022168
chr11:57460082|57464345	hsa_circ_0022169
chr11:57461273|57461387	hsa_circ_0095978
chr11:57463391|57464345	hsa_circ_0022170
chr11:57466030|57467869	hsa_circ_0004997
chr11:57505079|57505498	hsa_circ_0022173
chr11:57506602|57506732	hsa_circ_0022175
chr11:57510334|57556627	hsa_circ_0095979
chr11:57556508|57556627	hsa_circ_0022178
chr11:57556508|57561553	hsa_circ_0095980
chr11:57558856|57563201	hsa_circ_0022180
chr11:57563048|57564464	hsa_circ_0095981
chr11:57563048|57569668	hsa_circ_0004899
chr11:57563048|57571276	hsa_circ_0022182
chr11:57563928|57564464	hsa_circ_0095982
chr11:57563928|57569668	hsa_circ_0095983
chr11:57569204|57569668	hsa_circ_0095984
chr11:57575861|57582972	hsa_circ_0095985
chr11:57582865|57582972	hsa_circ_0022183
chr11:57590093|57590242	hsa_circ_0095987
chr1:15768942|15770050	hsa_circ_0010034
chr1:158045902|158047930	hsa_circ_0014829
chr1:158054211|158056536	hsa_circ_0014831
chr1:158054211|158061346	hsa_circ_0014832
chr1:158058116|158059418	hsa_circ_0014835
chr1:158068163|158068351	hsa_circ_0110943
chr1:158146815|158147361	hsa_circ_0004452
chr11:581491|582081	hsa_circ_0095989
chr11:581491|587464	hsa_circ_0020670
chr1:15821767|15821947	hsa_circ_0010037
chr11:58317258|58318705	hsa_circ_0002904
chr11:58317258|58322413	hsa_circ_0005795
chr11:58317258|58338186	hsa_circ_0022185
chr11:58338028|58338186	hsa_circ_0022186
chr11:58346687|58346911	hsa_circ_0000306
chr11:58377302|58377807	hsa_circ_0022187
chr11:58377302|58381816	hsa_circ_0022188
chr11:58377302|58384288	hsa_circ_0022189
chr11:58385834|58385965	hsa_circ_0095990
chr1:15844604|15844890	hsa_circ_0010039
chr1:15855582|15863309	hsa_circ_0110944
chr1:15855582|15873366	hsa_circ_0010040
chr1:15855582|15874923	hsa_circ_0010041
chr1:15855582|15888820	hsa_circ_0110945
chr1:15855582|15894730	hsa_circ_0110946
chr11:58602125|58605841	hsa_circ_0095991
chr11:58602125|58611997	hsa_circ_0095992
chr1:15860731|15863309	hsa_circ_0000018
chr1:15860731|15873366	hsa_circ_0110947
chr1:15860731|15874923	hsa_circ_0009118
chr1:15860731|15888820	hsa_circ_0010042
chr1:15860731|15890854	hsa_circ_0110948
chr1:15860731|15892675	hsa_circ_0010043
chr1:15860731|15893764	hsa_circ_0010044
chr1:15862969|15863309	hsa_circ_0002898
chr1:15862969|15873366	hsa_circ_0110950
chr1:15862969|15874923	hsa_circ_0110951
chr1:1586822|1650894	hsa_circ_0000005
chr11:58723784|58818336	hsa_circ_0095993
chr11:587258|601701	hsa_circ_0020671
chr1:15886020|15890854	hsa_circ_0110952
chr1:15888636|15890854	hsa_circ_0010046
chr1:15890423|15890854	hsa_circ_0010047
chr11:58949211|58949935	hsa_circ_0095994
chr1:158986322|159002481	hsa_circ_0014848
chr1:159032397|159038491	hsa_circ_0110955
chr11:59347646|59349027	hsa_circ_0022195
chr11:59347646|59361728	hsa_circ_0022196
chr11:59369112|59378062	hsa_circ_0022197
chr11:59375956|59378062	hsa_circ_0022199
chr11:59387887|59403009	hsa_circ_0095997
chr11:59406520|59406856	hsa_circ_0095998
chr11:59406520|59410508	hsa_circ_0004988
chr11:59410352|59415386	hsa_circ_0022201
chr11:59415226|59420491	hsa_circ_0022203
chr11:59423971|59424073	hsa_circ_0022207
chr11:59426338|59426942	hsa_circ_0004162
chr1:159431275|159433257	hsa_circ_0110960
chr11:59434325|59434437	hsa_circ_0022208
chr1:15953163|15970145	hsa_circ_0010048
chr1:15953163|15976318	hsa_circ_0010049
chr1:15953163|15978390	hsa_circ_0010050
chr11:59540683|59540767	hsa_circ_0022209
chr11:59540683|59560987	hsa_circ_0022210
chr11:59540683|59562955	hsa_circ_0095999
chr11:59554509|59562955	hsa_circ_0096001
chr11:59556345|59562955	hsa_circ_0096002
chr1:15956819|15970145	hsa_circ_0010051
chr1:15956819|15978390	hsa_circ_0010052
chr11:5958630|5960520	hsa_circ_0096004
chr1:15959933|15970145	hsa_circ_0010054
chr1:15964801|15970145	hsa_circ_0000019
chr1:15964801|15978390	hsa_circ_0000020
chr1:15964801|15983174	hsa_circ_0010056
chr11:596922|598502	hsa_circ_0096005
chr1:15970016|15970145	hsa_circ_0010057
chr1:15970016|15976318	hsa_circ_0010058
chr1:15970016|15978390	hsa_circ_0010059
chr11:59710319|59712739	hsa_circ_0096006
chr11:59710319|59715335	hsa_circ_0096007
chr1:15976214|15978390	hsa_circ_0004095
chr1:15978200|15978390	hsa_circ_0010060
chr1:15983111|15987654	hsa_circ_0110962
chr1:15986331|15987654	hsa_circ_0110963
chr1:159888552|159890327	hsa_circ_0004617
chr1:159912752|159913418	hsa_circ_0014862
chr1:1599765|1599911	hsa_circ_0009302
chr1:1599765|1601590	hsa_circ_0009303
chr1:1599765|1603068	hsa_circ_0009304
chr1:1599765|1608285	hsa_circ_0009306
chr1:1601102|1601590	hsa_circ_0006454
chr1:1601102|1666274	hsa_circ_0000006
chr1:160181332|160183055	hsa_circ_0014864
chr1:160182036|160182226	hsa_circ_0110964
chr1:160182899|160183055	hsa_circ_0014866
chr1:160188113|160213824	hsa_circ_0014871
chr1:160194231|160195453	hsa_circ_0014872
chr1:160194231|160201197	hsa_circ_0110966
chr1:160201086|160207019	hsa_circ_0014875
chr1:160201086|160210160	hsa_circ_0014876
chr1:160201086|160213824	hsa_circ_0007139
chr1:160206924|160210160	hsa_circ_0014877
chr1:160206924|160213824	hsa_circ_0014878
chr1:160206924|160231148	hsa_circ_0014879
chr1:160249859|160251990	hsa_circ_0014880
chr1:160261608|160261719	hsa_circ_0014885
chr1:160264273|160305112	hsa_circ_0014891
chr1:160264557|160265649	hsa_circ_0014892
chr1:160264573|160265609	hsa_circ_0110967
chr1:160268634|160283915	hsa_circ_0014899
chr1:160268634|160302347	hsa_circ_0110968
chr1:160275222|160282957	hsa_circ_0014904
chr1:160275222|160283915	hsa_circ_0014905
chr1:160275222|160295442	hsa_circ_0014906
chr1:160275222|160302347	hsa_circ_0014907
chr1:160276952|160302347	hsa_circ_0014912
chr1:160281657|160282957	hsa_circ_0014923
chr1:160281657|160283915	hsa_circ_0014924
chr1:160281657|160293320	hsa_circ_0014925
chr1:160281657|160302347	hsa_circ_0014926
chr1:160282874|160309772	hsa_circ_0014929
chr1:160283779|160295442	hsa_circ_0014930
chr1:160283779|160305112	hsa_circ_0110970
chr1:160293220|160302347	hsa_circ_0008661
chr1:160293220|160305112	hsa_circ_0014932
chr1:160295332|160305112	hsa_circ_0110971
chr1:160302237|160305112	hsa_circ_0014934
chr1:160303392|160305112	hsa_circ_0014935
chr1:160309698|160310084	hsa_circ_0110972
chr1:160314511|160324080	hsa_circ_0014937
chr1:160318788|160319460	hsa_circ_0110973
chr1:160318788|160320040	hsa_circ_0014938
chr1:160319338|160319460	hsa_circ_0014939
chr1:160321011|160321595	hsa_circ_0014942
chr1:160321029|160321563	hsa_circ_0110974
chr1:160385437|160390977	hsa_circ_0110975
chr1:16044387|16046415	hsa_circ_0010064
chr1:16044387|16047883	hsa_circ_0000021
chr1:16044387|16059223	hsa_circ_0010070
chr1:16045032|16047883	hsa_circ_0010072
chr1:16046228|16046415	hsa_circ_0010073
chr1:16046228|16047883	hsa_circ_0002733
chr1:16051811|16057752	hsa_circ_0010079
chr1:16051811|16059024	hsa_circ_0010080
chr1:16057130|16058519	hsa_circ_0110976
chr1:160593885|160604687	hsa_circ_0014952
chr11:60641106|60642721	hsa_circ_0022215
chr11:60687157|60688460	hsa_circ_0005701
chr11:60706951|60707110	hsa_circ_0022228
chr11:60899891|60906307	hsa_circ_0002489
chr1:16090990|16101291	hsa_circ_0002591
chr1:16091458|16101291	hsa_circ_0010093
chr1:16093870|16095125	hsa_circ_0010095
chr1:16093870|16097073	hsa_circ_0110977
chr1:16093870|16101291	hsa_circ_0010096
chr1:16095022|16101291	hsa_circ_0010098
chr1:16096903|16101291	hsa_circ_0010100
chr1:161011113|161013150	hsa_circ_0014958
chr1:161011440|161011636	hsa_circ_0014959
chr11:61031958|61032684	hsa_circ_0022236
chr11:61031958|61044152	hsa_circ_0022237
chr11:61032593|61032684	hsa_circ_0022241
chr11:61034933|61036486	hsa_circ_0096009
chr11:61034933|61036490	hsa_circ_0096010
chr11:61034933|61036551	hsa_circ_0096011
chr11:61034933|61036824	hsa_circ_0096012
chr11:61038928|61042056	hsa_circ_0096013
chr11:61038964|61042056	hsa_circ_0096014
chr11:61038998|61042056	hsa_circ_0096015
chr11:61039146|61042056	hsa_circ_0022245
chr11:61039146|61045948	hsa_circ_0022246
chr11:61039166|61042056	hsa_circ_0096016
chr11:61040670|61042056	hsa_circ_0096017
chr11:61044064|61045948	hsa_circ_0022249
chr11:61045865|61050377	hsa_circ_0022250
chr11:61048095|61059048	hsa_circ_0022252
chr11:61071336|61079556	hsa_circ_0022270
chr11:61071336|61081958	hsa_circ_0022272
chr1:161071837|161072165	hsa_circ_0000145
chr11:61076454|61079556	hsa_circ_0022274
chr11:61076454|61099163	hsa_circ_0022276
chr11:61079255|61079556	hsa_circ_0022282
chr11:61079255|61081958	hsa_circ_0022284
chr11:61079255|61084039	hsa_circ_0022285
chr11:61079255|61090566	hsa_circ_0022287
chr11:61079255|61099163	hsa_circ_0022290
chr11:61081333|61099163	hsa_circ_0022292
chr11:61081779|61083865	hsa_circ_0022298
chr1:161088575|161090022	hsa_circ_0014969
chr1:161088923|161089178	hsa_circ_0110979
chr11:61089066|61090566	hsa_circ_0096019
chr11:61089066|61093180	hsa_circ_0022302
chr11:61089066|61097546	hsa_circ_0022303
chr11:61089767|61099163	hsa_circ_0022304
chr11:61091450|61097546	hsa_circ_0022305
chr11:61093082|61096860	hsa_circ_0096020
chr11:61093082|61097546	hsa_circ_0022306
chr1:161093628|161094316	hsa_circ_0014970
chr11:61094250|61097546	hsa_circ_0003900
chr11:61096834|61097546	hsa_circ_0022308
chr11:61105412|61113418	hsa_circ_0022309
chr11:61110045|61110316	hsa_circ_0022315
chr11:61118462|61120611	hsa_circ_0022320
chr11:61118462|61121464	hsa_circ_0022321
chr11:61120456|61121464	hsa_circ_0000310
chr11:61124001|61125300	hsa_circ_0022324
chr11:61131723|61133688	hsa_circ_0022326
chr1:161131827|161134933	hsa_circ_0014976
chr11:61133516|61133688	hsa_circ_0005130
chr11:61133516|61135470	hsa_circ_0002058
chr11:61133589|61135470	hsa_circ_0096022
chr1:161138782|161139814	hsa_circ_0014982
chr1:161176196|161182270	hsa_circ_0014987
chr11:61178409|61179409	hsa_circ_0096023
chr11:61178409|61183256	hsa_circ_0096024
chr11:61178409|61183991	hsa_circ_0096025
chr11:61178409|61196762	hsa_circ_0096026
chr1:161178982|161179721	hsa_circ_0014988
chr11:61179240|61179409	hsa_circ_0022332
chr11:61179240|61196762	hsa_circ_0022333
chr1:161179272|161179721	hsa_circ_0014989
chr1:161182140|161182270	hsa_circ_0014994
chr11:61188861|61196762	hsa_circ_0022334
chr1:161192707|161193215	hsa_circ_0014999
chr1:161197673|161197779	hsa_circ_0015001
chr11:61204232|61205585	hsa_circ_0096027
chr11:61205096|61205552	hsa_circ_0096028
chr11:61205096|61205585	hsa_circ_0000311
chr11:61205096|61205592	hsa_circ_0096029
chr11:61205096|61213585	hsa_circ_0096030
chr11:61205096|61213703	hsa_circ_0096031
chr11:61205475|61205585	hsa_circ_0022336
chr11:61252159|61254712	hsa_circ_0022337
chr11:61285477|61285795	hsa_circ_0096033
chr11:61285967|61286068	hsa_circ_0096034
chr1:161293403|161298287	hsa_circ_0015002
chr1:161293403|161310445	hsa_circ_0015003
chr1:161293403|161326630	hsa_circ_0015004
chr11:61295386|61300596	hsa_circ_0022340
chr1:161298185|161310445	hsa_circ_0015007
chr11:61487583|61491044	hsa_circ_0096038
chr11:61551751|61551857	hsa_circ_0022353
chr11:61551751|61553346	hsa_circ_0022354
chr11:61570272|61570398	hsa_circ_0022364
chr11:61570272|61570931	hsa_circ_0022365
chr11:61570272|61578547	hsa_circ_0022367
chr11:61570834|61578547	hsa_circ_0022372
chr11:61572156|61574196	hsa_circ_0022377
chr11:61574135|61578547	hsa_circ_0022378
chr11:61578222|61578351	hsa_circ_0022379
chr11:61578222|61578547	hsa_circ_0022380
chr11:61579942|61580825	hsa_circ_0022381
chr11:61605249|61608197	hsa_circ_0022382
chr11:61605249|61615756	hsa_circ_0022383
chr11:61607877|61608164	hsa_circ_0096040
chr11:61608095|61608197	hsa_circ_0022385
chr11:61615630|61615756	hsa_circ_0022387
chr11:61624482|61625002	hsa_circ_0022389
chr11:61624482|61632749	hsa_circ_0022390
chr11:61630443|61630850	hsa_circ_0022391
chr11:61630443|61631258	hsa_circ_0022392
chr11:61630443|61632749	hsa_circ_0022393
chr11:61630753|61632749	hsa_circ_0096042
chr11:61644982|61646319	hsa_circ_0022412
chr1:161721444|161722254	hsa_circ_0110983
chr1:161721444|161723051	hsa_circ_0110984
chr1:161721457|161722254	hsa_circ_0110985
chr1:161721655|161721774	hsa_circ_0110986
chr1:161721655|161723051	hsa_circ_0110987
chr11:61722578|61723423	hsa_circ_0096043
chr11:61722578|61724936	hsa_circ_0096044
chr1:161748033|161753886	hsa_circ_0003039
chr1:161748033|161762117	hsa_circ_0110988
chr1:161748033|161772062	hsa_circ_0007360
chr1:161748033|161789608	hsa_circ_0015016
chr1:161748033|161833102	hsa_circ_0110989
chr1:161761197|161762117	hsa_circ_0015022
chr1:161761197|161789608	hsa_circ_0015023
chr1:161761197|161790951	hsa_circ_0015024
chr1:161771841|161789608	hsa_circ_0015026
chr1:161771841|161790951	hsa_circ_0015027
chr1:161771841|161821625	hsa_circ_0015028
chr1:161771841|161823113	hsa_circ_0015029
chr1:161789422|161790951	hsa_circ_0015032
chr1:161789422|161833102	hsa_circ_0015033
chr1:161790859|161833102	hsa_circ_0110991
chr1:161790859|161882170	hsa_circ_0110992
chr1:161816238|161821625	hsa_circ_0110993
chr1:161816238|161823113	hsa_circ_0110994
chr1:161816238|161830067	hsa_circ_0015036
chr1:161816238|161833102	hsa_circ_0008857
chr1:161816238|161882170	hsa_circ_0110995
chr1:161821511|161833102	hsa_circ_0110996
chr1:161821511|161882170	hsa_circ_0110997
chr11:61895622|61898062	hsa_circ_0022418
chr11:61896241|61896355	hsa_circ_0022420
chr11:61905303|61906477	hsa_circ_0096045
chr11:61912498|61913166	hsa_circ_0000315
chr11:61912704|61913166	hsa_circ_0000316
chr1:161928235|161928500	hsa_circ_0110998
chr1:16199310|16199631	hsa_circ_0010105
chr1:16199310|16203173	hsa_circ_0002237
chr1:16202696|16203173	hsa_circ_0010107
chr1:16202696|16237796	hsa_circ_0010108
chr11:62123796|62124616	hsa_circ_0096047
chr1:162257133|162270496	hsa_circ_0111000
chr1:162257133|162313766	hsa_circ_0111001
chr11:62285858|62286032	hsa_circ_0096048
chr11:62288378|62288522	hsa_circ_0000317
chr11:62290554|62290776	hsa_circ_0096049
chr11:62291306|62291552	hsa_circ_0000318
chr11:62296059|62296212	hsa_circ_0096051
chr11:62297630|62297751	hsa_circ_0096052
chr11:62297840|62298224	hsa_circ_0000320
chr11:62300316|62300469	hsa_circ_0096053
chr11:62300435|62300582	hsa_circ_0096054
